query_image_path,utm_east,utm_north,reference_1_path,reference_1_distance,reference_1_utm_east,reference_1_utm_north,reference_2_path,reference_2_distance,reference_2_utm_east,reference_2_utm_north,reference_3_path,reference_3_distance,reference_3_utm_east,reference_3_utm_north
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547658.18@4181564.44@10@S@037.78018@-122.45879@4914005953@@@@@@20100821@@.jpg,547658.18,4181564.44,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547653.15@4181566.07@10@S@037.78020@-122.45885@ZVFwEkyqNOxxixdHz-wZOA@@266@@@@201311@@.jpg,5.287513593355268,547653.15,4181566.07,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547653.10@4181576.06@10@S@037.78029@-122.45885@vFGVzVKB688JyP-28oUWCw@@205@@@@201311@@.jpg,12.68190837387474,547653.1,4181576.06,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547653.15@4181566.07@10@S@037.78020@-122.45885@ZVFwEkyqNOxxixdHz-wZOA@@236@@@@201311@@.jpg,5.287513593355268,547653.15,4181566.07
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547663.26@4183500.93@10@S@037.79763@-122.45860@2552355616@@@@@@20080604@@.jpg,547663.26,4183500.93,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0546669.80@4175598.98@10@S@037.72647@-122.47040@XuQgg49i1bE22GzBD5tRtg@@204@@@@201311@@.jpg,7964.155735173872,546669.8,4175598.98,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547955.62@4182402.20@10@S@037.78772@-122.45536@U0D2ZMvGORThe7vrUsm0rg@@200@@@@201311@@.jpg,1136.9617330851338,547955.62,4182402.2,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0550159.14@4173792.07@10@S@037.71000@-122.43093@ioXeMnYTUWi_ymaNv24ZLQ@@159@@@@201312@@.jpg,10024.538865903336,550159.14,4173792.07
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547677.90@4177531.21@10@S@037.74383@-122.45883@3471608080@@@@@@20090424@@.jpg,547677.9,4177531.21,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549948.21@4183865.32@10@S@037.80080@-122.43263@ojqieT078Rr_jzpIwkHkug@@172@@@@201311@@.jpg,6728.689098791686,549948.21,4183865.32,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549956.13@4183866.47@10@S@037.80081@-122.43254@GftBciVRe_LpWNlYDFJVZw@@171@@@@201311@@.jpg,6732.447638155308,549956.13,4183866.47,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0551721.53@4178361.87@10@S@037.75110@-122.41288@-jCJ0JU9WokqiZXoyLxJyg@@267@@@@201311@@.jpg,4128.067297477148,551721.53,4178361.87
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547694.61@4176423.89@10@S@037.73385@-122.45871@51405326916@@@@@@20210827@@.jpg,547694.61,4176423.89,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547932.99@4176299.67@10@S@037.73272@-122.45602@ByHmJDcwGlLdGfbjuG6I6w@@336@@@@201311@@.jpg,268.80407883819976,547932.99,4176299.67,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547698.76@4176423.69@10@S@037.73385@-122.45867@oeibJZlb-HXl_5eXQ3rHWA@@338@@@@201311@@.jpg,4.154816482140668,547698.76,4176423.69,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547940.90@4176303.05@10@S@037.73275@-122.45593@-lPrOVVJ7AsHMV181q-mSw@@306@@@@201311@@.jpg,274.3375105597025,547940.9,4176303.05
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547703.71@4176085.65@10@S@037.73080@-122.45863@25021214062@@@@@@20160220@@.jpg,547703.71,4176085.65,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547697.16@4176090.83@10@S@037.73085@-122.45871@mBqE_n7f0VIVOmAKYFEaLg@@298@@@@201311@@.jpg,8.350742482008513,547697.16,4176090.83,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547697.16@4176090.83@10@S@037.73085@-122.45871@ey0ghF4aUUtHOMAilyB6hQ@@298@@@@201312@@.jpg,8.350742482008513,547697.16,4176090.83,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547697.92@4176110.80@10@S@037.73103@-122.45870@vKb4DmzqERWowaSbqxXlrA@@269@@@@201311@@.jpg,25.80787864188761,547697.92,4176110.8
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547739.27@4182402.71@10@S@037.78773@-122.45781@50615179041@@@@@@20201117@@.jpg,547739.27,4182402.71,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547741.66@4182400.95@10@S@037.78772@-122.45779@qVVjDqhM1Y-pkcHzifsy9g@@320@@@@201311@@.jpg,2.9681138790956108,547741.66,4182400.95,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547746.94@4182402.09@10@S@037.78773@-122.45773@D4o27-7uf9qy8YBY6sV1bw@@290@@@@201311@@.jpg,7.695017868659933,547746.94,4182402.09,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0548740.20@4183292.21@10@S@037.79570@-122.44639@eyYt8OElYquSGPnQ0SwIRA@@323@@@@201312@@.jpg,1339.056053681051,548740.2,4183292.21
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547752.89@4177012.05@10@S@037.73915@-122.45801@51255091852@@@@@@20210618@@.jpg,547752.89,4177012.05,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547752.62@4177013.16@10@S@037.73916@-122.45802@rAj6NztHrONy1qQtfQKEQg@@168@@@@201311@@.jpg,1.1423659662097656,547752.62,4177013.16,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547752.62@4177013.16@10@S@037.73916@-122.45802@rAj6NztHrONy1qQtfQKEQg@@138@@@@201311@@.jpg,1.1423659662097656,547752.62,4177013.16,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547744.73@4177006.46@10@S@037.73910@-122.45811@_iNLluTeBuJ6A_WIJ2Jwfw@@148@@@@201311@@.jpg,9.891091951795111,547744.73,4177006.46
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547805.48@4176421.54@10@S@037.73382@-122.45745@51401180351@@@@@@20210825@@.jpg,547805.48,4176421.54,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547814.22@4176418.81@10@S@037.73380@-122.45736@qp5ghSVnEa12_l6nceZQ0A@@301@@@@201311@@.jpg,9.156445817004297,547814.22,4176418.81,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547806.31@4176415.44@10@S@037.73377@-122.45745@uS86OdeDxsK1DZxSR2Vt-g@@314@@@@201311@@.jpg,6.156208248691714,547806.31,4176415.44,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547799.77@4176327.75@10@S@037.73298@-122.45753@tEGIIlElQtDcZm2rV0Yu5A@@331@@@@201311@@.jpg,93.96365361141808,547799.77,4176327.75
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547806.49@4176125.63@10@S@037.73115@-122.45746@19851337824@@@@@@20150811@@.jpg,547806.49,4176125.63,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547803.61@4176121.40@10@S@037.73112@-122.45750@8cfr4rvZxPw5CT37ex5auQ@@24@@@@201312@@.jpg,5.117352831285844,547803.61,4176121.4,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0548476.67@4177351.35@10@S@037.74217@-122.44978@XXjcCiWDr5gIaHba_i3cSQ@@180@@@@201311@@.jpg,1396.9719935634253,548476.67,4177351.35,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547799.77@4176327.75@10@S@037.73298@-122.45753@tEGIIlElQtDcZm2rV0Yu5A@@31@@@@201311@@.jpg,202.2316809998988,547799.77,4176327.75
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547807.05@4175906.51@10@S@037.72918@-122.45747@51399138129@@@@@@20210823@@.jpg,547807.05,4175906.51,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547809.25@4175907.29@10@S@037.72919@-122.45745@bM0mqeHJxXtSJPl9PNZYkw@@56@@@@201311@@.jpg,2.334180798524808,547809.25,4175907.29,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547811.95@4175897.32@10@S@037.72910@-122.45742@rbjwnlRdXLVaJpJT8DWYWg@@35@@@@201311@@.jpg,10.414705948708308,547811.95,4175897.32,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547809.25@4175907.29@10@S@037.72919@-122.45745@bM0mqeHJxXtSJPl9PNZYkw@@86@@@@201311@@.jpg,2.334180798524808,547809.25,4175907.29
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547808.48@4175904.07@10@S@037.72916@-122.45745@51395796077@@@@@@20210823@@.jpg,547808.48,4175904.07,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547809.25@4175907.29@10@S@037.72919@-122.45745@bM0mqeHJxXtSJPl9PNZYkw@@326@@@@201311@@.jpg,3.310785405511536,547809.25,4175907.29,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547810.98@4175912.85@10@S@037.72924@-122.45743@ekv7lX2kGLQaKAk-kdkzHg@@325@@@@201311@@.jpg,9.128986800547974,547810.98,4175912.85,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547825.00@4175926.25@10@S@037.72936@-122.45727@7mKi9ilMy8r_S9765mZrzw@@264@@@@201311@@.jpg,27.65615302257441,547825.0,4175926.25
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547811.95@4175989.08@10@S@037.72992@-122.45741@51275692920@@@@@@20210627@@.jpg,547811.95,4175989.08,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547817.59@4175988.34@10@S@037.72992@-122.45735@OnEu5w_ufL2LpeJASSBGUg@@358@@@@201311@@.jpg,5.688338949156281,547817.59,4175988.34,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547817.59@4175988.34@10@S@037.72992@-122.45735@OnEu5w_ufL2LpeJASSBGUg@@28@@@@201311@@.jpg,5.688338949156281,547817.59,4175988.34,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547807.88@4175992.72@10@S@037.72996@-122.45746@nxXtMSrCXgp4FZrqRug8Rw@@23@@@@201311@@.jpg,5.460265561356174,547807.88,4175992.72
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547818.25@4177137.25@10@S@037.74027@-122.45726@20587429903@@@@@@20150907@@.jpg,547818.25,4177137.25,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547813.58@4177136.67@10@S@037.74027@-122.45732@SmU4fTzqk7CSgZxzs0-vyw@@297@@@@201311@@.jpg,4.705879301520372,547813.58,4177136.67,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547813.58@4177136.67@10@S@037.74027@-122.45732@SmU4fTzqk7CSgZxzs0-vyw@@267@@@@201311@@.jpg,4.705879301520372,547813.58,4177136.67,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0546968.88@4176159.88@10@S@037.73151@-122.46697@O78HY3fGDuBR6L726SPxCA@@244@@@@201311@@.jpg,1294.8673730541714,546968.88,4176159.88
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547824.36@4177557.57@10@S@037.74406@-122.45717@51228765904@@@@@@20210606@@.jpg,547824.36,4177557.57,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547820.85@4177553.89@10@S@037.74403@-122.45721@SSzy4kdR7Ujg21BOQJZM8w@@342@@@@201311@@.jpg,5.085518655739248,547820.85,4177553.89,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547815.56@4177554.97@10@S@037.74404@-122.45727@A0mVVoEnwVW0NRmwHmHf-A@@341@@@@201311@@.jpg,9.17605579739103,547815.56,4177554.97,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0546070.28@4176277.96@10@S@037.73262@-122.47716@GW75-MJsGa-OcTjqPgzhfg@@145@@@@201311@@.jpg,2171.2204859247986,546070.28,4176277.96
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547824.81@4177145.83@10@S@037.74035@-122.45719@20585916974@@@@@@20150907@@.jpg,547824.81,4177145.83,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547818.84@4177141.14@10@S@037.74031@-122.45726@CfmLsfArNj4E0TWEdGLdIA@@296@@@@201311@@.jpg,7.591903582141454,547818.84,4177141.14,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547818.84@4177141.14@10@S@037.74031@-122.45726@CfmLsfArNj4E0TWEdGLdIA@@326@@@@201311@@.jpg,7.591903582141454,547818.84,4177141.14,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547829.38@4177146.75@10@S@037.74036@-122.45714@PLwOpvrhrbILniebZZLRvw@@267@@@@201311@@.jpg,4.661684244926369,547829.38,4177146.75
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547826.39@4177236.82@10@S@037.74117@-122.45716@3925534278@@@@@@20090916@@.jpg,547826.39,4177236.82,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547828.87@4177235.50@10@S@037.74116@-122.45714@33Y952L45VLynVk94JjkUA@@115@@@@201306@@.jpg,2.8094127499292534,547828.87,4177235.5,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547836.77@4177241.10@10@S@037.74121@-122.45705@-9e5KXFmVWMHN5WhSSK_4Q@@145@@@@201306@@.jpg,11.227769146287647,547836.77,4177241.1,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547833.23@4177242.19@10@S@037.74122@-122.45709@i42ZvtIF0W6-Uor8WN2fYw@@145@@@@201311@@.jpg,8.696119824424821,547833.23,4177242.19
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547835.52@4181689.96@10@S@037.78130@-122.45677@4928275163@@@@@@20100826@@.jpg,547835.52,4181689.96,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552289.14@4183037.72@10@S@037.79321@-122.40610@WdJqD5tkN9QGMuulrx0Zfw@@20@@@@201311@@.jpg,4653.083721791454,552289.14,4183037.72,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547845.31@4181687.02@10@S@037.78128@-122.45666@aFBtdku_1wf7Y6ljb5noeA@@179@@@@201311@@.jpg,10.221922519780753,547845.31,4181687.02,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547829.43@4181692.47@10@S@037.78133@-122.45684@Z8gmpqclDEJVevQcvwHXgw@@176@@@@201311@@.jpg,6.5869719902864725,547829.43,4181692.47
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547838.51@4182417.16@10@S@037.78786@-122.45668@50614200481@@@@@@20201117@@.jpg,547838.51,4182417.16,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547842.82@4182418.18@10@S@037.78787@-122.45664@OrVp4vxoPTc0gKUI8z6nzw@@320@@@@201311@@.jpg,4.429051817208304,547842.82,4182418.18,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0546816.32@4181298.32@10@S@037.77783@-122.46837@ReNtOYPqaIsxDB0HA3iwDQ@@54@@@@201311@@.jpg,1515.4785850353785,546816.32,4181298.32,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549145.58@4182934.02@10@S@037.79245@-122.44181@xr6P6hte4JjumoDxCDwUig@@326@@@@201311@@.jpg,1405.5519358955512,549145.58,4182934.02
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547844.58@4179856.18@10@S@037.76477@-122.45678@29441268911@@@@@@20160907@@.jpg,547844.58,4179856.18,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547840.92@4179864.04@10@S@037.76485@-122.45683@KPzadiIYQZSoYmxwLPjPSA@@349@@@@201311@@.jpg,8.670363314033432,547840.92,4179864.04,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547840.92@4179864.04@10@S@037.76485@-122.45683@KPzadiIYQZSoYmxwLPjPSA@@319@@@@201311@@.jpg,8.670363314033432,547840.92,4179864.04,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547843.59@4179860.72@10@S@037.76482@-122.45680@duNARyvQYoBr5c9xLK5C8Q@@339@@@@201311@@.jpg,4.646686991859879,547843.59,4179860.72
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547856.08@4176266.50@10@S@037.73242@-122.45689@19855170934@@@@@@20150811@@.jpg,547856.08,4176266.5,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547852.96@4176272.58@10@S@037.73248@-122.45693@9a6GP59uWDAjJeuPOdvD6A@@243@@@@201311@@.jpg,6.833798358224871,547852.96,4176272.58,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547837.15@4176262.50@10@S@037.73239@-122.45711@gaAM8NgYv00uSR1Zdrxwtw@@283@@@@201311@@.jpg,19.347994728072774,547837.15,4176262.5,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547853.87@4176267.04@10@S@037.73243@-122.45692@G2-NBKC5_kVD97SM4okqLQ@@251@@@@201311@@.jpg,2.275016483429422,547853.87,4176267.04
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547891.78@4173240.49@10@S@037.70515@-122.45668@20667551879@@@@@@20150824@@.jpg,547891.78,4173240.49,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547898.75@4173240.53@10@S@037.70515@-122.45661@wgEu_fF2kD_6aiEnxWflww@@126@@@@201312@@.jpg,6.970114776642939,547898.75,4173240.53,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549938.53@4176600.05@10@S@037.73532@-122.43324@z35OsVfGGLhuPyscJpOi3Q@@226@@@@201311@@.jpg,3933.9330136769295,549938.53,4176600.05,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0545310.13@4179427.00@10@S@037.76104@-122.48559@gTCs41tDNS4DyT0olULAgA@@235@@@@201311@@.jpg,6703.567908404998,545310.13,4179427.0
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547892.89@4177680.35@10@S@037.74516@-122.45638@51216386364@@@@@@20210531@@.jpg,547892.89,4177680.35,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547893.24@4177681.91@10@S@037.74518@-122.45638@ReKgtseaqtCG4bdXpkpT5w@@219@@@@201311@@.jpg,1.5987807855231575,547893.24,4177681.91,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547887.11@4177675.21@10@S@037.74512@-122.45645@EONgG_i24Pa0zWZ08StlQQ@@248@@@@201311@@.jpg,7.734856172008846,547887.11,4177675.21,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547887.11@4177675.21@10@S@037.74512@-122.45645@EONgG_i24Pa0zWZ08StlQQ@@218@@@@201311@@.jpg,7.734856172008846,547887.11,4177675.21
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547897.88@4177534.37@10@S@037.74385@-122.45633@51215466749@@@@@@20210531@@.jpg,547897.88,4177534.37,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547891.43@4177538.77@10@S@037.74389@-122.45641@56KAupIY-SvQ9MpDsMM9wg@@24@@@@201312@@.jpg,7.807848615244774,547891.43,4177538.77,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0549352.96@4184324.40@10@S@037.80497@-122.43936@9PWCIfIw4AOp_owonBAzMA@@154@@@@201311@@.jpg,6944.189312460966,549352.96,4184324.4,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0551638.52@4176000.27@10@S@037.72982@-122.41399@H3pg_tihf4FtilaEFrP_0Q@@230@@@@201312@@.jpg,4043.0001755627454,551638.52,4176000.27
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547905.57@4177485.04@10@S@037.74340@-122.45625@51228718294@@@@@@20210606@@.jpg,547905.57,4177485.04,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547905.83@4177486.70@10@S@037.74342@-122.45625@XtKqQfY6J0jNGMp-e_0VAA@@289@@@@201311@@.jpg,1.680238078517316,547905.83,4177486.7,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547899.66@4177485.56@10@S@037.74341@-122.45632@CLTXEzpFC-GrKfm4Evw91Q@@318@@@@201311@@.jpg,5.932832375773702,547899.66,4177485.56,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547911.11@4177487.84@10@S@037.74343@-122.45619@eR5cpxvGKi_HE9wBIjg5yg@@296@@@@201311@@.jpg,6.2073827012171305,547911.11,4177487.84
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547910.87@4176314.52@10@S@037.73285@-122.45627@51407008609@@@@@@20210827@@.jpg,547910.87,4176314.52,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547917.03@4176316.22@10@S@037.73287@-122.45620@ek2BH9VUSYpnchvCHhgZ9Q@@209@@@@201311@@.jpg,6.3902738596272135,547917.03,4176316.22,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547919.71@4176310.69@10@S@037.73282@-122.45617@yH6Npm3i3hf2_AK0eu5ucA@@213@@@@201311@@.jpg,9.634028233298594,547919.71,4176310.69,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547818.84@4177141.14@10@S@037.74031@-122.45726@CfmLsfArNj4E0TWEdGLdIA@@296@@@@201311@@.jpg,831.7272060598895,547818.84,4177141.14
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547912.97@4176666.48@10@S@037.73602@-122.45622@51280416212@@@@@@20210630@@.jpg,547912.97,4176666.48,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547913.21@4176671.25@10@S@037.73607@-122.45622@gWvfrg2xwbq10oIhldsRLg@@329@@@@201311@@.jpg,4.776033919495675,547913.21,4176671.25,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547907.92@4176671.22@10@S@037.73607@-122.45628@fEndEvcABSdYk3Asw1GnUA@@359@@@@201311@@.jpg,6.926045047602092,547907.92,4176671.22,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547913.21@4176671.25@10@S@037.73607@-122.45622@gWvfrg2xwbq10oIhldsRLg@@299@@@@201311@@.jpg,4.776033919495675,547913.21,4176671.25
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547922.23@4182436.40@10@S@037.78803@-122.45573@7642152270@@@@@@20120725@@.jpg,547922.23,4182436.4,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547913.20@4182429.69@10@S@037.78797@-122.45584@UqLCQbRLX2BoV9BkwhNwrA@@349@@@@201311@@.jpg,11.250111110562626,547913.2,4182429.69,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0550173.41@4176374.02@10@S@037.73327@-122.43059@7AQsrVyjp50-9L6FVTKtdQ@@142@@@@201312@@.jpg,6466.858793633804,550173.41,4176374.02,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0548324.27@4179901.25@10@S@037.76516@-122.45134@wB1IuK79gzuT1Kqfz8KV5Q@@81@@@@201312@@.jpg,2566.8310587375163,548324.27,4179901.25
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547925.13@4179818.15@10@S@037.76443@-122.45587@15977827781@@@@@@20141209@@.jpg,547925.13,4179818.15,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547932.79@4179819.08@10@S@037.76444@-122.45579@7jMd16XxfEnywO2ofKnfQw@@88@@@@201311@@.jpg,7.716249088826201,547932.79,4179819.08,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547932.79@4179819.08@10@S@037.76444@-122.45579@7jMd16XxfEnywO2ofKnfQw@@58@@@@201311@@.jpg,7.716249088826201,547932.79,4179819.08,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547932.82@4179814.64@10@S@037.76440@-122.45579@VnXaOfHkFWLKoRbjPP8RBw@@27@@@@201311@@.jpg,8.453176917441837,547932.82,4179814.64
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547927.63@4176675.21@10@S@037.73610@-122.45605@51281156841@@@@@@20210630@@.jpg,547927.63,4176675.21,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547922.90@4176671.30@10@S@037.73607@-122.45611@_vX3oc_mzwQQAYTg0XijjQ@@149@@@@201311@@.jpg,6.136855872593804,547922.9,4176671.3,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547922.90@4176671.30@10@S@037.73607@-122.45611@_vX3oc_mzwQQAYTg0XijjQ@@119@@@@201311@@.jpg,6.136855872593804,547922.9,4176671.3,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547928.19@4176671.33@10@S@037.73607@-122.45605@W4YZ640wv6JBr_1JFZM4Xg@@179@@@@201311@@.jpg,3.920204076201257,547928.19,4176671.33
/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/queries_v1/@0547936.72@4174185.29@10@S@037.71366@-122.45611@14002934225@@@@@@20140425@@.jpg,547936.72,4174185.29,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547937.35@4174182.74@10@S@037.71364@-122.45611@KUbvncClaNAdTNJ4DJtZxA@@270@@@@201312@@.jpg,2.626670896601993,547937.35,4174182.74,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0547938.17@4174193.84@10@S@037.71374@-122.45610@X91BmxmsvjX8YZJ5pO59xw@@210@@@@201312@@.jpg,8.672081641510154,547938.17,4174193.84,/mnt/c/Users/danba/Documents/VPR datasets/SF-XL/small/test/database/@0552052.11@4175815.36@10@S@037.72813@-122.40931@NeHPT9sY3WZXEIf5atRfZg@@221@@@@201312@@.jpg,4426.461685929245,552052.11,4175815.36
