query_image_path,utm_east,utm_north,reference_1_path,reference_1_distance,reference_1_utm_east,reference_1_utm_north,reference_2_path,reference_2_distance,reference_2_utm_east,reference_2_utm_north,reference_3_path,reference_3_distance,reference_3_utm_east,reference_3_utm_north,reference_4_path,reference_4_distance,reference_4_utm_east,reference_4_utm_north,reference_5_path,reference_5_distance,reference_5_utm_east,reference_5_utm_north
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0549265.20@4181807.12@10@S@037.78228@-122.44052@5856216672@@@@@@20110621@@.jpg,549265.2,4181807.12,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549270.30@4181808.59@10@S@037.78230@-122.44047@9n7WuJc17Ncj-I7a3fvSiQ@@169@@@@201312@@.jpg,5.307626588239161,549270.3,4181808.59,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549259.74@4181806.31@10@S@037.78228@-122.44059@Owg7na4KTBWH-gBa6y7T0w@@170@@@@201312@@.jpg,5.5197554293359525,549259.74,4181806.31,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549259.74@4181806.31@10@S@037.78228@-122.44059@Owg7na4KTBWH-gBa6y7T0w@@140@@@@201312@@.jpg,5.5197554293359525,549259.74,4181806.31,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549259.74@4181806.31@10@S@037.78228@-122.44059@Owg7na4KTBWH-gBa6y7T0w@@110@@@@201312@@.jpg,5.5197554293359525,549259.74,4181806.31,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549250.07@4181805.14@10@S@037.78227@-122.44070@wA0Y9uKlMBHJTT37Upk17w@@111@@@@201312@@.jpg,15.259007176093311,549250.07,4181805.14
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0549265.30@4176263.92@10@S@037.73232@-122.44090@51308117181@@@@@@20210713@@.jpg,549265.3,4176263.92,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549267.30@4176268.70@10@S@037.73237@-122.44088@KBuXJMXlI1nbCAYfZ8Hdpg@@59@@@@201311@@.jpg,5.181544171624224,549267.3,4176268.7,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549262.01@4176268.67@10@S@037.73237@-122.44094@e7VSKbDwYh_KmS4WbrJWQQ@@59@@@@201311@@.jpg,5.77811387913436,549262.01,4176268.67,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549262.01@4176268.67@10@S@037.73237@-122.44094@e7VSKbDwYh_KmS4WbrJWQQ@@179@@@@201311@@.jpg,5.77811387913436,549262.01,4176268.67,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549256.72@4176268.64@10@S@037.73237@-122.44100@PAknDFgiO1bfsL3zCrnucg@@179@@@@201311@@.jpg,9.792589034735027,549256.72,4176268.64,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549282.28@4176268.79@10@S@037.73237@-122.44071@MbpER4TYQF7dPM2fPgBRIw@@57@@@@201311@@.jpg,17.66457754944782,549282.28,4176268.79
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0549266.17@4182749.12@10@S@037.79077@-122.44045@14784558836@@@@@@20140802@@.jpg,549266.17,4182749.12,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549268.17@4182752.79@10@S@037.79081@-122.44043@d_ZI1F5EQrN-FmEgHeoEbQ@@289@@@@201311@@.jpg,4.179581318679316,549268.17,4182752.79,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549268.17@4182752.79@10@S@037.79081@-122.44043@d_ZI1F5EQrN-FmEgHeoEbQ@@139@@@@201311@@.jpg,4.179581318679316,549268.17,4182752.79,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549268.17@4182752.79@10@S@037.79081@-122.44043@d_ZI1F5EQrN-FmEgHeoEbQ@@169@@@@201311@@.jpg,4.179581318679316,549268.17,4182752.79,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549268.17@4182752.79@10@S@037.79081@-122.44043@d_ZI1F5EQrN-FmEgHeoEbQ@@109@@@@201311@@.jpg,4.179581318679316,549268.17,4182752.79,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549265.52@4182753.89@10@S@037.79082@-122.44046@D_71hUZJivpi9REnTHjRPA@@137@@@@201312@@.jpg,4.814083505736888,549265.52,4182753.89
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0549268.22@4182450.78@10@S@037.78808@-122.44045@9393094437@@@@@@20130729@@.jpg,549268.22,4182450.78,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549264.67@4182454.31@10@S@037.78812@-122.44049@j8YJLtO3bTnDbm1DLd6eNA@@230@@@@201311@@.jpg,5.006335985663078,549264.67,4182454.31,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549270.80@4182459.89@10@S@037.78817@-122.44042@0nj7UFklCCgmNb6LkvvNmg@@229@@@@201312@@.jpg,9.468289180548574,549270.8,4182459.89,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549263.76@4182459.85@10@S@037.78817@-122.44050@Ogmm0usavTTT867mQWgdNw@@231@@@@201311@@.jpg,10.107249873485559,549263.76,4182459.85,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549275.37@4182433.29@10@S@037.78793@-122.44037@0R5gmKXIIbWJtsET6xSvDQ@@170@@@@201312@@.jpg,18.89504167743122,549275.37,4182433.29,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549276.27@4182428.86@10@S@037.78789@-122.44036@ShLZf8UoB6Y_pL0xXYIgww@@170@@@@201312@@.jpg,23.351421798200715,549276.27,4182428.86
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0549269.53@4182761.45@10@S@037.79088@-122.44041@14807202682@@@@@@20140802@@.jpg,549269.53,4182761.45,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549273.45@4182753.93@10@S@037.79082@-122.44037@uU6i33cVrsRx14Rdi4GlPA@@138@@@@201311@@.jpg,8.480377350076823,549273.45,4182753.93,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549273.45@4182753.93@10@S@037.79082@-122.44037@uU6i33cVrsRx14Rdi4GlPA@@168@@@@201311@@.jpg,8.480377350076823,549273.45,4182753.93,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549273.45@4182753.93@10@S@037.79082@-122.44037@uU6i33cVrsRx14Rdi4GlPA@@108@@@@201311@@.jpg,8.480377350076823,549273.45,4182753.93,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549265.52@4182753.89@10@S@037.79082@-122.44046@D_71hUZJivpi9REnTHjRPA@@107@@@@201312@@.jpg,8.55766907521666,549265.52,4182753.89,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549265.52@4182753.89@10@S@037.79082@-122.44046@D_71hUZJivpi9REnTHjRPA@@137@@@@201312@@.jpg,8.55766907521666,549265.52,4182753.89
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0549270.31@4178330.33@10@S@037.75095@-122.44070@5994184504@@@@@@20110731@@.jpg,549270.31,4178330.33,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549269.11@4178325.77@10@S@037.75091@-122.44072@dTTSluZK8jOB7trkE-lsRQ@@321@@@@201311@@.jpg,4.715251849125056,549269.11,4178325.77,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549269.11@4178325.77@10@S@037.75091@-122.44072@dTTSluZK8jOB7trkE-lsRQ@@291@@@@201311@@.jpg,4.715251849125056,549269.11,4178325.77,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549277.02@4178328.04@10@S@037.75093@-122.44063@sdFkLwg55ynhhifZpl6XBQ@@263@@@@201311@@.jpg,7.0900070521594465,549277.02,4178328.04,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549262.06@4178324.62@10@S@037.75090@-122.44080@1YGW2rd8v5r75hyw500MqQ@@322@@@@201311@@.jpg,10.033274639895719,549262.06,4178324.62,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549262.06@4178324.62@10@S@037.75090@-122.44080@1YGW2rd8v5r75hyw500MqQ@@352@@@@201311@@.jpg,10.033274639895719,549262.06,4178324.62
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0549273.47@4178362.41@10@S@037.75124@-122.44066@4211376218@@@@@@20100329@@.jpg,549273.47,4178362.41,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549274.16@4178364.63@10@S@037.75126@-122.44066@7LlG7m9VBTPWM9P-CX2KFw@@234@@@@201311@@.jpg,2.3247580516960724,549274.16,4178364.63,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549274.19@4178359.09@10@S@037.75121@-122.44066@36McG5rcEbtLC1Sn7Pm1XQ@@264@@@@201311@@.jpg,3.39717529749918,549274.19,4178359.09,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549273.22@4178374.61@10@S@037.75135@-122.44067@w-d3MUXrh7FeQ04h8dMQHg@@295@@@@201311@@.jpg,12.202561206287093,549273.22,4178374.61,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549275.14@4178348.00@10@S@037.75111@-122.44065@YLqIOAtOnzsMmHVbF7-u2w@@204@@@@201311@@.jpg,14.50644684285006,549275.14,4178348.0,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549272.30@4178380.16@10@S@037.75140@-122.44068@o4SCxF1X4wwP1NmMbLtwmA@@235@@@@201311@@.jpg,17.788518769133805,549272.3,4178380.16
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0549275.47@4176272.74@10@S@037.73240@-122.44078@3081553853@@@@@@20081204@@.jpg,549275.47,4176272.74,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549282.28@4176268.79@10@S@037.73237@-122.44071@MbpER4TYQF7dPM2fPgBRIw@@57@@@@201311@@.jpg,7.872648855514424,549282.28,4176268.79,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549282.28@4176268.79@10@S@037.73237@-122.44071@MbpER4TYQF7dPM2fPgBRIw@@27@@@@201311@@.jpg,7.872648855514424,549282.28,4176268.79,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549267.30@4176268.70@10@S@037.73237@-122.44088@KBuXJMXlI1nbCAYfZ8Hdpg@@59@@@@201311@@.jpg,9.114301947987217,549267.3,4176268.7,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549288.45@4176268.83@10@S@037.73237@-122.44064@FWSDtNYWMXczGNNRwAwZWQ@@330@@@@201312@@.jpg,13.556124077356394,549288.45,4176268.83,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549288.45@4176268.83@10@S@037.73237@-122.44064@FWSDtNYWMXczGNNRwAwZWQ@@60@@@@201312@@.jpg,13.556124077356394,549288.45,4176268.83
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0549292.27@4182301.47@10@S@037.78674@-122.44018@14196476183@@@@@@20140513@@.jpg,549292.27,4182301.47,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549290.27@4182296.91@10@S@037.78670@-122.44021@QE1MxePXN4krU3Jz2Q4MwA@@319@@@@201311@@.jpg,4.979317222321713,549290.27,4182296.91,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549290.27@4182296.91@10@S@037.78670@-122.44021@QE1MxePXN4krU3Jz2Q4MwA@@349@@@@201311@@.jpg,4.979317222321713,549290.27,4182296.91,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549288.46@4182305.77@10@S@037.78678@-122.44023@s05FA1AkNalga8kJWI8Lhg@@350@@@@201311@@.jpg,5.745093558752888,549288.46,4182305.77,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549288.46@4182305.77@10@S@037.78678@-122.44023@s05FA1AkNalga8kJWI8Lhg@@320@@@@201311@@.jpg,5.745093558752888,549288.46,4182305.77,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549288.46@4182305.77@10@S@037.78678@-122.44023@s05FA1AkNalga8kJWI8Lhg@@290@@@@201311@@.jpg,5.745093558752888,549288.46,4182305.77
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0549297.61@4182556.91@10@S@037.78904@-122.44010@4806588316@@@@@@20100718@@.jpg,549297.61,4182556.91,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549315.99@4182561.13@10@S@037.78908@-122.43990@fgFu4kaWyEXPjJz14BtzJg@@170@@@@201312@@.jpg,18.85822897299665,549315.99,4182561.13,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549320.38@4182562.26@10@S@037.78909@-122.43985@TJb9hdECVo_MEnbSbH4tLw@@140@@@@201312@@.jpg,23.390070542793627,549320.38,4182562.26,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549264.09@4182551.94@10@S@037.78900@-122.44049@4JoDn--SI_6bGxZX7PJv5Q@@91@@@@201312@@.jpg,33.88644714341245,549264.09,4182551.94,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549340.61@4182565.71@10@S@037.78912@-122.43962@9df1vS5pIU_FhP2j7bWA2w@@140@@@@201312@@.jpg,43.89122919213726,549340.61,4182565.71,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549258.94@4182529.72@10@S@037.78880@-122.44055@dlNqRqYHa-fgsio0oH6yzg@@21@@@@201312@@.jpg,47.27224344158211,549258.94,4182529.72
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0549303.60@4182218.32@10@S@037.78599@-122.44006@14173042551@@@@@@20140513@@.jpg,549303.6,4182218.32,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549303.96@4182215.99@10@S@037.78597@-122.44006@sAtxRfbKtjGk8NSJGL39fA@@290@@@@201311@@.jpg,2.357647131817473,549303.96,4182215.99,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549303.96@4182215.99@10@S@037.78597@-122.44006@sAtxRfbKtjGk8NSJGL39fA@@320@@@@201311@@.jpg,2.357647131817473,549303.96,4182215.99,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549307.46@4182220.45@10@S@037.78601@-122.44002@tIU0O0S-PCn8uAcilvM16Q@@321@@@@201312@@.jpg,4.408684611241745,549307.46,4182220.45,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549307.46@4182220.45@10@S@037.78601@-122.44002@tIU0O0S-PCn8uAcilvM16Q@@351@@@@201312@@.jpg,4.408684611241745,549307.46,4182220.45,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549307.46@4182220.45@10@S@037.78601@-122.44002@tIU0O0S-PCn8uAcilvM16Q@@291@@@@201312@@.jpg,4.408684611241745,549307.46,4182220.45
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0549304.81@4174472.94@10@S@037.71618@-122.44057@13999708152@@@@@@20140425@@.jpg,549304.81,4174472.94,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549307.97@4174475.96@10@S@037.71621@-122.44054@C7H5BU2AxClSqJ6I5N9HDw@@29@@@@201311@@.jpg,4.371041065876957,549307.97,4174475.96,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549307.97@4174475.96@10@S@037.71621@-122.44054@C7H5BU2AxClSqJ6I5N9HDw@@359@@@@201311@@.jpg,4.371041065876957,549307.97,4174475.96,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549307.97@4174475.96@10@S@037.71621@-122.44054@C7H5BU2AxClSqJ6I5N9HDw@@59@@@@201311@@.jpg,4.371041065876957,549307.97,4174475.96,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549300.06@4174472.58@10@S@037.71618@-122.44063@OOeW57dEiyiadIwmeL8AAg@@58@@@@201312@@.jpg,4.7636225711013385,549300.06,4174472.58,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549300.06@4174472.58@10@S@037.71618@-122.44063@OOeW57dEiyiadIwmeL8AAg@@28@@@@201312@@.jpg,4.7636225711013385,549300.06,4174472.58
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0549320.10@4182961.25@10@S@037.79268@-122.43982@4126007104@@@@@@20091122@@.jpg,549320.1,4182961.25,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549314.47@4182960.55@10@S@037.79268@-122.43989@4XlyeocjlakWuZpAlMBKvQ@@320@@@@201311@@.jpg,5.673349980418378,549314.47,4182960.55,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549299.52@4182958.24@10@S@037.79266@-122.44006@gvKSXgaNeRp6aDaPlVhc8w@@350@@@@201311@@.jpg,20.798954300563512,549299.52,4182958.24,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549249.38@4182950.18@10@S@037.79259@-122.44063@qmXRArtNGNiFADMNDlCVCA@@320@@@@201311@@.jpg,71.58116581889637,549249.38,4182950.18,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549321.95@4183034.94@10@S@037.79335@-122.43980@AaY4o91se_3hVMkNe1Y9Yg@@261@@@@201311@@.jpg,73.7132186245566,549321.95,4183034.94,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549321.95@4183034.94@10@S@037.79335@-122.43980@AaY4o91se_3hVMkNe1Y9Yg@@321@@@@201311@@.jpg,73.7132186245566,549321.95,4183034.94
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0549321.63@4183043.81@10@S@037.79343@-122.43980@17119659631@@@@@@20150412@@.jpg,549321.63,4183043.81,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549320.13@4183044.91@10@S@037.79344@-122.43982@7zp0q_ykPCugIYz_GoW44Q@@230@@@@201311@@.jpg,1.8601075238289024,549320.13,4183044.91,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549320.13@4183044.91@10@S@037.79344@-122.43982@7zp0q_ykPCugIYz_GoW44Q@@200@@@@201311@@.jpg,1.8601075238289024,549320.13,4183044.91,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549320.13@4183044.91@10@S@037.79344@-122.43982@7zp0q_ykPCugIYz_GoW44Q@@350@@@@201311@@.jpg,1.8601075238289024,549320.13,4183044.91,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549320.13@4183044.91@10@S@037.79344@-122.43982@7zp0q_ykPCugIYz_GoW44Q@@320@@@@201311@@.jpg,1.8601075238289024,549320.13,4183044.91,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549321.95@4183034.94@10@S@037.79335@-122.43980@AaY4o91se_3hVMkNe1Y9Yg@@321@@@@201311@@.jpg,8.875770389208467,549321.95,4183034.94
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0549324.91@4183026.63@10@S@037.79327@-122.43976@50704568798@@@@@@20201211@@.jpg,549324.91,4183026.63,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549321.95@4183034.94@10@S@037.79335@-122.43980@AaY4o91se_3hVMkNe1Y9Yg@@231@@@@201311@@.jpg,8.821434123848421,549321.95,4183034.94,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549321.95@4183034.94@10@S@037.79335@-122.43980@AaY4o91se_3hVMkNe1Y9Yg@@261@@@@201311@@.jpg,8.821434123848421,549321.95,4183034.94,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549321.95@4183034.94@10@S@037.79335@-122.43980@AaY4o91se_3hVMkNe1Y9Yg@@321@@@@201311@@.jpg,8.821434123848421,549321.95,4183034.94,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549320.13@4183044.91@10@S@037.79344@-122.43982@7zp0q_ykPCugIYz_GoW44Q@@230@@@@201311@@.jpg,18.894623574175824,549320.13,4183044.91,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549320.13@4183044.91@10@S@037.79344@-122.43982@7zp0q_ykPCugIYz_GoW44Q@@320@@@@201311@@.jpg,18.894623574175824,549320.13,4183044.91
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0549333.41@4181077.90@10@S@037.77571@-122.43980@50716616738@@@@@@20201214@@.jpg,549333.41,4181077.9,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549336.97@4181115.53@10@S@037.77605@-122.43976@uKEYhQ0OkwXcvxwUo99H4g@@19@@@@201311@@.jpg,37.798022434925855,549336.97,4181115.53,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549349.77@4181037.94@10@S@037.77535@-122.43962@a73h9oC1f75_AaHypNUWGg@@51@@@@201311@@.jpg,43.17929133272761,549349.77,4181037.94,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549351.59@4181027.97@10@S@037.77526@-122.43960@BpoiKd_QaOUXVXqPKJAOUw@@21@@@@201311@@.jpg,53.13677916441557,549351.59,4181027.97,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549351.59@4181027.97@10@S@037.77526@-122.43960@BpoiKd_QaOUXVXqPKJAOUw@@81@@@@201311@@.jpg,53.13677916441557,549351.59,4181027.97,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549334.15@4181146.58@10@S@037.77633@-122.43979@ItFxpm7VkikeBOKTvGVH3w@@228@@@@201312@@.jpg,68.68398648901368,549334.15,4181146.58
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0549339.10@4182569.03@10@S@037.78915@-122.43963@50590713211@@@@@@20201111@@.jpg,549339.1,4182569.03,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549340.61@4182565.71@10@S@037.78912@-122.43962@9df1vS5pIU_FhP2j7bWA2w@@140@@@@201312@@.jpg,3.647259244818636,549340.61,4182565.71,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549345.90@4182565.75@10@S@037.78912@-122.43956@EhilQT7oNLLbqn9XdNdcTQ@@170@@@@201312@@.jpg,7.549728471891504,549345.9,4182565.75,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549320.38@4182562.26@10@S@037.78909@-122.43985@TJb9hdECVo_MEnbSbH4tLw@@140@@@@201312@@.jpg,19.90656424396752,549320.38,4182562.26,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549315.99@4182561.13@10@S@037.78908@-122.43990@fgFu4kaWyEXPjJz14BtzJg@@170@@@@201312@@.jpg,24.422983028243763,549315.99,4182561.13,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549403.95@4182574.97@10@S@037.78920@-122.43890@skRf87HUFdVN-wjcT7vEaA@@349@@@@201312@@.jpg,65.12147188141442,549403.95,4182574.97
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0549348.94@4180499.81@10@S@037.77050@-122.43966@5409097816@@@@@@20110201@@.jpg,549348.94,4180499.81,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549327.37@4180513.00@10@S@037.77062@-122.43991@cNy_paSJ4TQCo10sMtNUWg@@349@@@@201312@@.jpg,25.283215776406212,549327.37,4180513.0,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549305.29@4180522.85@10@S@037.77071@-122.44016@N3anyTSaPOb-0HUKPMdYdA@@327@@@@201312@@.jpg,49.35751310584424,549305.29,4180522.85,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549299.11@4180526.15@10@S@037.77074@-122.44023@9nPjS7EIo1YsNryN_VnGaA@@332@@@@201312@@.jpg,56.363325842146445,549299.11,4180526.15,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549378.23@4180551.03@10@S@037.77096@-122.43933@7bDWQf3KTS2djMrTQ1iaHg@@19@@@@201312@@.jpg,59.00332617722046,549378.23,4180551.03,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549293.80@4180529.44@10@S@037.77077@-122.44029@8OHRtb36v-nddsbK6tCm4g@@340@@@@201312@@.jpg,62.59677707344109,549293.8,4180529.44
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0549359.31@4176620.19@10@S@037.73553@-122.43981@34949378784@@@@@@20170708@@.jpg,549359.31,4176620.19,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549361.23@4176623.20@10@S@037.73556@-122.43979@l77zOdcG4wIUMv5PsXwhcA@@35@@@@201311@@.jpg,3.5702240827672993,549361.23,4176623.2,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549363.01@4176619.88@10@S@037.73553@-122.43977@GCHuAcXGIzDS1xNGiOVPCw@@37@@@@201303@@.jpg,3.7129637757039937,549363.01,4176619.88,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549363.01@4176619.88@10@S@037.73553@-122.43977@GCHuAcXGIzDS1xNGiOVPCw@@7@@@@201303@@.jpg,3.7129637757039937,549363.01,4176619.88,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549360.39@4176616.54@10@S@037.73550@-122.43980@6VvtAeveJt_j8M4gCOXZQA@@35@@@@201311@@.jpg,3.8064287723835855,549360.39,4176616.54,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0549360.39@4176616.54@10@S@037.73550@-122.43980@6VvtAeveJt_j8M4gCOXZQA@@5@@@@201311@@.jpg,3.8064287723835855,549360.39,4176616.54
